Unnamed: 0,Impedance,Light,RH,Temperature,Watermark,id,Date,Matric potential
699612,22630,0,54.19241626611734,20.5526436255436,7142,4,2024-03-08 09:06:02,-1.583939350254477
697850,22630,0,54.19241626611734,20.5526436255436,7142,4,2024-03-08 09:06:02,-1.583939350254477
699626,22503,0,54.51438162813764,20.701190203707945,7220,4,2024-03-08 09:21:05,-1.488281804470022
697864,22503,0,54.51438162813764,20.701190203707945,7220,4,2024-03-08 09:21:05,-1.488281804470022
697878,22325,0,55.379568169680326,21.247539482719155,7194,4,2024-03-08 09:36:07,-1.5199371743149204
699640,22325,0,55.379568169680326,21.247539482719155,7194,4,2024-03-08 09:36:07,-1.5199371743149204
699654,22201,0,55.53978789959564,22.488784618905925,7272,4,2024-03-08 09:51:09,-1.4256501403709603
697892,22201,0,55.53978789959564,22.488784618905925,7272,4,2024-03-08 09:51:09,-1.4256501403709603
697905,22356,0,55.73052567330434,23.161020828564887,7220,4,2024-03-08 10:06:11,-1.488281804470022
699667,22356,0,55.73052567330434,23.161020828564887,7220,4,2024-03-08 10:06:11,-1.488281804470022
699681,22461,0,54.80430304417487,22.75566491187915,7246,4,2024-03-08 10:21:14,-1.4568536053720091
697919,22461,0,54.80430304417487,22.75566491187915,7246,4,2024-03-08 10:21:14,-1.4568536053720091
697933,22566,0,54.71122301060502,22.95960173952849,7246,4,2024-03-08 10:36:16,-1.4568536053720091
699695,22566,0,54.71122301060502,22.95960173952849,7246,4,2024-03-08 10:36:16,-1.4568536053720091
699708,22878,0,55.23460746166171,22.09098191805905,7272,4,2024-03-08 10:51:18,-1.4256501403709603
697946,22878,0,55.23460746166171,22.09098191805905,7272,4,2024-03-08 10:51:18,-1.4256501403709603
697960,22802,0,55.49858854047456,22.09349965667201,7272,4,2024-03-08 11:06:21,-1.4256501403709603
699722,22802,0,55.49858854047456,22.09349965667201,7272,4,2024-03-08 11:06:21,-1.4256501403709603
697974,22900,0,56.51331349660487,22.488784618905925,7272,4,2024-03-08 11:21:23,-1.4256501403709603
699736,22900,0,56.51331349660487,22.488784618905925,7272,4,2024-03-08 11:21:23,-1.4256501403709603
699750,22813,0,56.39887083237964,21.615129320210578,7326,4,2024-03-08 11:36:25,-1.3615506391242338
697988,22813,0,56.39887083237964,21.615129320210578,7326,4,2024-03-08 11:36:25,-1.3615506391242338
698002,22770,0,56.763561455710686,21.45651178759441,7272,4,2024-03-08 11:51:27,-1.4256501403709603
699764,22770,0,56.763561455710686,21.45651178759441,7272,4,2024-03-08 11:51:27,-1.4256501403709603
698016,22759,0,57.094682230869005,21.38349736781872,7299,4,2024-03-08 12:06:30,-1.3934818333334515
699778,22759,0,57.094682230869005,21.38349736781872,7299,4,2024-03-08 12:06:30,-1.3934818333334515
698030,22748,0,57.71267261768521,21.914740215152207,7326,4,2024-03-08 12:21:32,-1.3615506391242338
699792,22748,0,57.71267261768521,21.914740215152207,7326,4,2024-03-08 12:21:32,-1.3615506391242338
699805,22792,0,57.592126344701306,21.010872053101394,7326,4,2024-03-08 12:36:34,-1.3615506391242338
698043,22792,0,57.592126344701306,21.010872053101394,7326,4,2024-03-08 12:36:34,-1.3615506391242338
699818,22922,0,58.09109636072328,21.33062485694667,7299,4,2024-03-08 12:51:36,-1.3934818333334515
698056,22922,0,58.09109636072328,21.33062485694667,7299,4,2024-03-08 12:51:36,-1.3934818333334515
698070,23132,0,58.02853437094682,20.31597619592584,7380,4,2024-03-08 13:06:39,-1.298389179359166
699832,23132,0,58.02853437094682,20.31597619592584,7380,4,2024-03-08 13:06:39,-1.298389179359166
699846,22878,0,58.36881055924315,20.212748912794687,7380,4,2024-03-08 13:21:41,-1.298389179359166
698084,22878,0,58.36881055924315,20.212748912794687,7380,4,2024-03-08 13:21:41,-1.298389179359166
699860,23132,0,58.76401922636759,20.63321126115816,7326,4,2024-03-08 13:36:43,-1.3615506391242338
698098,23132,0,58.76401922636759,20.63321126115816,7326,4,2024-03-08 13:36:43,-1.3615506391242338
699873,22911,0,59.08598458838789,19.48764019226368,7299,4,2024-03-08 13:51:46,-1.3934818333334515
698111,22911,0,59.08598458838789,19.48764019226368,7299,4,2024-03-08 13:51:46,-1.3934818333334515
699887,22977,0,59.475089646753645,20.63321126115816,7407,4,2024-03-08 14:06:48,-1.2671538037523842
698125,22977,0,59.475089646753645,20.63321126115816,7407,4,2024-03-08 14:06:48,-1.2671538037523842
699901,22857,0,59.84893568322271,19.950904097047378,7299,4,2024-03-08 14:21:50,-1.3934818333334515
698139,22857,0,59.84893568322271,19.950904097047378,7299,4,2024-03-08 14:21:50,-1.3934818333334515
699914,23199,0,59.88708323796445,19.782215609979403,7272,4,2024-03-08 14:36:52,-1.4256501403709603
698152,23199,0,59.88708323796445,19.782215609979403,7272,4,2024-03-08 14:36:52,-1.4256501403709603
699927,22999,0,60.45014114595254,19.90054932478828,7299,4,2024-03-08 14:51:55,-1.3934818333334515
698165,22999,0,60.45014114595254,19.90054932478828,7299,4,2024-03-08 14:51:55,-1.3934818333334515
698178,23177,0,60.16174563210498,19.731860837720305,7380,4,2024-03-08 15:06:57,-1.298389179359166
699940,23177,0,60.16174563210498,19.731860837720305,7380,4,2024-03-08 15:06:57,-1.298389179359166
698192,23132,0,61.225299458304725,19.5480659189746,7490,4,2024-03-08 15:21:59,-1.1725441168900073
699954,23132,0,61.225299458304725,19.5480659189746,7490,4,2024-03-08 15:21:59,-1.1725441168900073
699968,24564,0,60.75074387731746,19.81242847333486,7299,4,2024-03-08 15:37:02,-1.3934818333334515
698206,24564,0,60.75074387731746,19.81242847333486,7299,4,2024-03-08 15:37:02,-1.3934818333334515
698219,23121,0,61.27718013275349,19.35671778439002,7462,4,2024-03-08 15:52:04,-1.2042253913577685
699981,23121,0,61.27718013275349,19.35671778439002,7462,4,2024-03-08 15:52:04,-1.2042253913577685
699995,24628,0,61.41603723201343,19.334058136873423,7272,4,2024-03-08 16:07:06,-1.4256501403709603
698233,24628,0,61.41603723201343,19.334058136873423,7272,4,2024-03-08 16:07:06,-1.4256501403709603
700008,23199,0,62.47348744945449,18.85317006179904,7434,4,2024-03-08 16:22:08,-1.2361453194938363
698246,23199,0,62.47348744945449,18.85317006179904,7434,4,2024-03-08 16:22:08,-1.2361453194938363
698259,24552,0,61.96841382467384,19.968528267338066,7434,4,2024-03-08 16:37:11,-1.2361453194938363
700021,24552,0,61.96841382467384,19.968528267338066,7434,4,2024-03-08 16:37:11,-1.2361453194938363
698273,23188,0,62.47653925383383,19.306363012130923,7490,4,2024-03-08 16:52:13,-1.1725441168900073
700035,23188,0,62.47653925383383,19.306363012130923,7490,4,2024-03-08 16:52:13,-1.1725441168900073
698286,24452,0,61.95925841153582,19.082284275577933,7272,4,2024-03-08 17:07:15,-1.4256501403709603
700048,24452,0,61.95925841153582,19.082284275577933,7272,4,2024-03-08 17:07:15,-1.4256501403709603
698300,23988,0,62.25986114290074,19.029411764705884,7299,4,2024-03-08 17:22:18,-1.3934818333334515
700062,23988,0,62.25986114290074,19.029411764705884,7299,4,2024-03-08 17:22:18,-1.3934818333334515
700076,23680,0,62.41702906843671,18.911078049897,7272,4,2024-03-08 17:37:20,-1.4256501403709603
698314,23680,0,62.41702906843671,18.911078049897,7272,4,2024-03-08 17:37:20,-1.4256501403709603
698341,23952,0,62.55130846112764,18.88590066376745,7246,4,2024-03-08 18:07:24,-1.4568536053720091
